cps19_ResponseId,education,language,age_category,income_category,income_number,gender,province,health,citizenship,born_in_canada,marital_status,owns_house,vote_choice,liberal_favour,conservative_favour,ndp_favour,bloc_favour,green_favour,people_favour
R_ufQnO2kcqNaCsBH,College/Trade,English,85+,"$50,000 to $74,999",50000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1,0,85.5,9,0,6,40
R_2ZKcdHRwOjf3xxf,Bachelor,English,65-74,"$50,000 to $74,999",55000,Female,Ontario,Poor/Fair,Yes,No,Living with a partner,Own a residence,2,80,51,60,0,75,0
R_2yg7QnV7Im1m1s0,Bachelor,English,35-44,"$75,000 to $99,999",95000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,5,18,92,0,0,0,100
R_1LpuBzuh28ZFrOT,College/Trade,English,45-54,"$125,000 and more",225000,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,1,33,63.5,52.5,1,30.5,31.5
R_1QtjPT49uUMatF4,College/Trade,English,45-54,"$125,000 and more",130000,Female,British Columbia,Don't Know,Yes,Yes,Married,Own a residence,1,9,82,10,0,10,11
R_2V9dGeA7tFFECq8,Postgrad,English,45-54,"$75,000 to $99,999",98300,Female,Saskatchewan,Good/Very Good,Yes,Yes,Never Married,No residence,1,51,75,61,42,61,42
R_2zhX1MbbxJLltqE,Postgrad,English,45-54,"$50,000 to $74,999",61000,Female,Ontario,Excellent,Yes,No,Married,Own a residence,1,0,100,0,5,0,2
R_1kUlPcnZwtarYMM,College/Trade,English,55-64,"$50,000 to $74,999",50000,Male,Ontario,Good/Very Good,Yes,Yes,Divorced,No residence,0,81,0,60,41,51,61
R_2rYhPaSjh7C6VQe,Bachelor,English,55-64,"$50,000 to $74,999",60000,Female,Alberta,Good/Very Good,Yes,Yes,Divorced,Own a residence,0,56,38.5,21.5,20,21,23.5
R_VUxMI4iwDPVUbRL,Bachelor,Neither English nor French,85+,"$125,000 and more",165000,Male,Alberta,Poor/Fair,Yes,No,Married,Own a residence,1,42,74,51,1,74,9
R_SW756xmCk35FyKd,Postgrad,English,45-54,"$50,000 to $74,999",55000,Female,Ontario,Poor/Fair,Yes,Yes,Never Married,Own a residence,1,6,76,11,85,0,76
R_2aKz0oEaQP68bvr,Bachelor,English,65-74,"Less than $25,000",15000,Male,British Columbia,Poor/Fair,Yes,Yes,Widowed,No residence,4,51,5,73,8,79,9
R_3Gre4n0ahvzlRHh,Bachelor,English,65-74,"$125,000 and more",195000,Male,Alberta,Excellent,Yes,Yes,Married,Own a residence,1,4,84,38,0,10,17
R_4Jcve37c01VAROx,Bachelor,English,55-64,"$75,000 to $99,999",85000,Male,New Brunswick,Good/Very Good,Yes,Yes,Married,Own a residence,1,0,75,67,0,65,67
R_2uq6OH52OM68AUI,College/Trade,English,55-64,"$75,000 to $99,999",75000,Male,Maintoba,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,0,85,30,75,40,40,40
R_1IgGb5NdHv1mk6C,College/Trade,English,35-44,"$75,000 to $99,999",90000,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1,42,76.5,42,30.5,47.5,33
R_1BUT9KAgD51lFcP,Bachelor,English,35-44,"$125,000 and more",170000,Male,Ontario,Poor/Fair,Yes,Yes,Divorced,Own a residence,0,42,35,51,19,55,20
R_9yR3YheVZ8PJTRD,Bachelor,English,55-64,"$75,000 to $99,999",84000,Male,British Columbia,Excellent,Yes,Yes,Separated,Own a residence,1,0,81,0,30,9,10
R_wYlY4LcORPPb0DT,College/Trade,English,55-64,"Less than $25,000",11000,Male,Alberta,Don't Know,Yes,Yes,Never Married,No residence,0,75,6,54,6,54,10
R_2D5EzkhYwYPfoyx,Bachelor,English,45-54,"$75,000 to $99,999",99000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1,1,100,0,1,0,0
R_tJrOkYT0aADn9Hr,Postgrad,English,65-74,"$100,000 to $ 124,999",115000,Male,British Columbia,Poor/Fair,Yes,No,Married,Own a residence,1,41,45,40,41,42,1
R_2aM66hg8cJ3to7q,Postgrad,English,55-64,"$125,000 and more",145000,Male,British Columbia,Excellent,Yes,Yes,Married,Own a residence,2,86,0,72,0,69,0
R_Dqs0N0t7h3PgwjT,College/Trade,English,45-54,"$75,000 to $99,999",98000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1,0,72.5,0,0,0,43
R_cwloOXtpJHgA44p,College/Trade,English,65-74,"$25,000 to $49,999",49000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1,0,96,15,10,4.5,62
R_1NkN6bDy650i048,Bachelor,English,35-44,"$100,000 to $ 124,999",103000,Male,British Columbia,Good/Very Good,Yes,No,Never Married,Own a residence,2,69,6,78,25,51,28
R_QmDseAIwp1y16xj,High School,French,55-64,"$50,000 to $74,999",70000,Male,Maintoba,Don't Know,Yes,Yes,Separated,Own a residence,4,93,0,16,0,100,0
R_WukxycF8BCOvOox,College/Trade,English,35-44,"$75,000 to $99,999",93000,Male,British Columbia,Good/Very Good,Yes,No,Married,No residence,0,90,69,60,0,5,20
R_RmJo8gEnsuutMRj,High School,English,55-64,"$25,000 to $49,999",30000,Female,Ontario,Excellent,Yes,Yes,Married,Own a residence,1,0,100,11,0,0,0
R_3KDRoecKBiDn7kM,Bachelor,English,45-54,"$50,000 to $74,999",52000,Male,Ontario,Excellent,Yes,Yes,Never Married,Own a residence,0,94,0,63,35,47,0
R_1HdhCmZsAq1ms7T,College/Trade,English,25-34,"$125,000 and more",130000,Male,British Columbia,Excellent,Yes,Yes,Married,Own a residence,1,100,72,19,8,26,22
R_3nqqwXBRwvzQ5Qx,Bachelor,English,45-54,"$100,000 to $ 124,999",115000,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,1,7,93,6,16,0,39.5
R_1OHMA8RsjeqsBUh,Bachelor,English,65-74,"$100,000 to $ 124,999",110000,Male,Ontario,Good/Very Good,Yes,No,Married,No residence,1,0,51,0,0,0,100
R_shfmQW9AiHi8htn,Bachelor,English,55-64,"$25,000 to $49,999",25000,Female,Ontario,Poor/Fair,Yes,Yes,Divorced,Own a residence,0,85,32,71,43,56,30
R_31jCxN0SVJZ8CFu,Bachelor,English_and_French,45-54,"Less than $25,000",20000,Female,Quebec,Excellent,Yes,Yes,Never Married,No residence,0,71,0,51,51,71,51
R_1CE2ggWstdETHKw,College/Trade,English,65-74,"Less than $25,000",20000,Female,Alberta,Good/Very Good,Yes,Yes,Widowed,Own a residence,1,27.5,67,33,13.5,25.5,20.5
R_3NIMwkhz2vrbWRO,Bachelor,English,55-64,"$75,000 to $99,999",89000,Female,Alberta,Poor/Fair,Yes,Yes,Married,Own a residence,1,0,100,0,0,41,61
R_2dGyT1S12pPuxGs,Bachelor,English,65-74,"$50,000 to $74,999",72000,Male,Maintoba,Good/Very Good,Yes,Yes,Married,Own a residence,1,0,82,19,0,0,0
R_bpgJoxolRzyJxUR,College/Trade,English,55-64,"$50,000 to $74,999",60000,Male,Ontario,Don't Know,Yes,Yes,Married,No residence,2,0,6,94,0,53,26
R_3QWU0IkuLnKcC4C,College/Trade,English,55-64,"$100,000 to $ 124,999",110000,Male,Alberta,Poor/Fair,Yes,No,Married,Own a residence,1,18,40,57,0,75,0
R_3QKx6CUPAtARfdr,College/Trade,Neither English nor French,45-54,"$125,000 and more",180000,Male,British Columbia,Good/Very Good,Yes,No,Married,Own a residence,1,56,66,51,16,19,33
R_1dFfr4Niwn09F9p,Bachelor,English,45-54,"$125,000 and more",180000,Male,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,0,100,0,30,0,10,0
R_sClxwYrIllzXtkt,No degree/diploma,English,55-64,"$50,000 to $74,999",50000,Female,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,2,36,32,65,29,67,36
R_3j65Sj0AoUAfRzN,Postgrad,English,55-64,"$125,000 and more",230000,Male,Alberta,Poor/Fair,Yes,Yes,Married,Own a residence,1,0,73,23,21,0,10
R_dcJh9wDyKEvftJf,High School,English,65-74,"$25,000 to $49,999",40000,Male,Ontario,Excellent,Yes,Yes,Married,No residence,0,82,0,0,22,22,19
R_3DpVFs6INkjPRyx,Bachelor,English,25-34,"$50,000 to $74,999",60000,Female,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,2,79,64,90,0,54,23
R_2rwo3asWuPcVtCb,Bachelor,English,55-64,"Less than $25,000",17900,Female,Nova Scoita,Good/Very Good,Yes,Yes,Married,Own a residence,0,75,38,53,21,75,9
R_3qs8HJkKClelN1B,College/Trade,English,65-74,"$50,000 to $74,999",70000,Male,Saskatchewan,Good/Very Good,Yes,Yes,Married,Own a residence,1,1,97,10,8,1,67
R_24xhvaRSTNMj3t4,College/Trade,English,55-64,"$125,000 and more",250000,Male,Ontario,Excellent,Yes,Yes,Married,Own a residence,1,10,92,67,15,27,14
R_Ce8cQSTkXhKVVw5,Bachelor,English,65-74,"$75,000 to $99,999",80000,Female,Alberta,Poor/Fair,Yes,Yes,Married,Own a residence,0,80,60,20,0,60,21
R_R8niRao9wNJ2IY9,High School,English,65-74,"$25,000 to $49,999",35000,Male,Ontario,Good/Very Good,Yes,Yes,Never Married,Own a residence,0,75,10,20,0,0,10
R_1LIgVI5sfE1jkXa,College/Trade,English,35-44,"$50,000 to $74,999",74000,Male,British Columbia,Good/Very Good,Yes,Yes,Divorced,No residence,0,95,45,95,44,57,56
R_2xOSN1XirexzHGZ,Bachelor,English,55-64,"$25,000 to $49,999",25000,Male,Ontario,Poor/Fair,Yes,Yes,Divorced,No residence,0,70,30,80,12,58,0
R_2bV5wnxPkReE3S2,Bachelor,English,65-74,"$75,000 to $99,999",80000,Female,Ontario,Don't Know,Yes,Yes,Married,No residence,0,81,21,10,8,13,5
R_2rT3YiHiV1KrmW6,Bachelor,English,45-54,"$50,000 to $74,999",51000,Female,Ontario,Poor/Fair,Yes,No,Living with a partner,Own a residence,0,86,10,53,36,36,27
R_1NadlZpl0cjWqXJ,Bachelor,English_and_French,55-64,"$125,000 and more",200000,Male,Alberta,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,0,71,10,60,0,0,0
R_1jkAgdUaiJEMkjq,High School,Neither English nor French,55-64,"$100,000 to $ 124,999",120000,Male,Quebec,Poor/Fair,Yes,No,Married,No residence,0,37,85,34,2,16,23
R_1DGZRvn6Xi427gn,College/Trade,English,35-44,"$25,000 to $49,999",45000,Male,Ontario,Good/Very Good,Yes,Yes,Never Married,Own a residence,5,0,94,10,51,95,100
R_3JDjNf9UjQefHh7,Bachelor,English,65-74,"$125,000 and more",140000,Male,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,1,32.5,67.5,17.5,0,5,37.5
R_2YyOewj7xHhEj2u,College/Trade,English,65-74,"$25,000 to $49,999",38000,Male,British Columbia,Excellent,Yes,Yes,Married,Own a residence,2,62,91,73,9,8,0
R_3mfSeoL229VfNYN,Bachelor,English,35-44,"$125,000 and more",130000,Female,Alberta,Good/Very Good,Yes,Yes,Married,No residence,2,51,29,92,5,51,29
R_2PuvfKknAuZa2UR,Postgrad,English,45-54,"$50,000 to $74,999",72000,Female,British Columbia,Poor/Fair,Yes,Yes,Never Married,Own a residence,4,72,20,40,20,40,18
R_z7QeezS1oZdc3Fn,No degree/diploma,English_and_French,35-44,"$50,000 to $74,999",62000,Female,Quebec,Poor/Fair,Yes,Yes,Living with a partner,Own a residence,0,85,0,53,0,80,0
R_9mXFhNeMtw2Xsqt,College/Trade,English_and_French,35-44,"$25,000 to $49,999",29000,Female,Quebec,Poor/Fair,Yes,Yes,Never Married,No residence,0,80,10,60,0,50,0
R_udzKCgRBYWc1TmV,Bachelor,English,25-34,"$25,000 to $49,999",45000,Male,Alberta,Good/Very Good,Yes,Yes,Living with a partner,No residence,1,43,70,15,0,35,0
R_2SBlAq0ucxomlPH,College/Trade,English_and_French,25-34,"$50,000 to $74,999",59000,Female,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,0,78,40,74,51,61,56
R_3PWQ3uF9dvgdQDG,College/Trade,English,45-54,"$50,000 to $74,999",69000,Male,British Columbia,Excellent,Yes,Yes,Never Married,Own a residence,2,0,0,68,0,59,51
R_vNdnSLwgzrxDDHz,High School,English,55-64,"$50,000 to $74,999",50000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,0,75,4.5,51,1,50.5,19.5
R_2tzXum53FEczN1U,College/Trade,English,65-74,"$125,000 and more",148000,Male,Ontario,Good/Very Good,Yes,No,Married,Own a residence,4,51,13,92,51,93,1
R_PtHUW2OlmrnB1Tz,Postgrad,English,55-64,"$75,000 to $99,999",80000,Female,Ontario,Poor/Fair,Yes,No,Widowed,Own a residence,0,93,0,81,0,71,0
R_WDmfrgs83btq6kh,Postgrad,English_and_French,35-44,"$100,000 to $ 124,999",119999,Male,Saskatchewan,Good/Very Good,Yes,Yes,Never Married,No residence,2,51,10,48,20,40,10
R_38eIT8rvG55Wd1f,Postgrad,English,45-54,"$125,000 and more",426000,Male,Alberta,Poor/Fair,Yes,Yes,Married,Own a residence,1,0,96,0,9,0,73
R_2h1iqhQ4kKmQIUx,Bachelor,English,45-54,"$125,000 and more",1000000,Female,Quebec,Good/Very Good,Yes,No,Never Married,Own a residence,0,90,1,84,1,68,53
R_Z30kZaeiqkBjYQx,Bachelor,English,75-84,"$100,000 to $ 124,999",120000,Female,Ontario,Good/Very Good,Yes,No,Married,Own a residence,0,97,0,0,0,0,6
R_p0ksdY1ZnqVqm5j,College/Trade,English,65-74,"$100,000 to $ 124,999",120000,Male,British Columbia,Poor/Fair,Yes,Yes,Living with a partner,Own a residence,0,51,5,21,0,6,0
R_WBC4Ll14wACJCq5,Postgrad,English,65-74,"$25,000 to $49,999",35000,Female,British Columbia,Poor/Fair,Yes,No,Married,Own a residence,1,61,66,42,42,59,51
R_3pmy5fiWQQGEyeg,College/Trade,English,75-84,"$25,000 to $49,999",34000,Male,Ontario,Good/Very Good,Yes,Yes,Never Married,No residence,0,80,3,39,5,51,0
R_oYMQGtU17T1YnTz,Bachelor,English_and_French,55-64,"$100,000 to $ 124,999",114000,Male,Quebec,Good/Very Good,Yes,Yes,Married,Own a residence,0,51,32,18,0,29,0
R_r8OuCXw62zUcorT,Postgrad,English,45-54,"$125,000 and more",200000,Male,Ontario,Excellent,Yes,Yes,Married,Own a residence,0,71,30,1,0,0,20
R_0Oi2GhGILCWcUhz,College/Trade,English,55-64,"$75,000 to $99,999",93000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1,36.25,80.5,46.5,12.25,25.75,19.25
R_OARqC0nTwfvJcgF,College/Trade,English,55-64,"$100,000 to $ 124,999",123000,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,0,81,10,53,30,62,30
R_3paSB22Xq2XC4N0,College/Trade,English,55-64,"$125,000 and more",140000,Male,Ontario,Excellent,Yes,Yes,Married,Own a residence,0,85,12,40.5,0,62.5,2
R_2VwljOhE53QkQin,High School,English,65-74,"$125,000 and more",150000,Male,Ontario,Poor/Fair,Yes,Yes,Divorced,Own a residence,0,85,61,61,41,56,55
R_3MhZyvu41ISlOli,Bachelor,English,65-74,"$25,000 to $49,999",38000,Female,Quebec,Poor/Fair,Yes,Yes,Divorced,Own a residence,4,17,0,29,0,81,0
R_UisTDXKg4x8d9Gp,Postgrad,English,45-54,"$125,000 and more",230000,Male,British Columbia,Poor/Fair,Yes,Yes,Married,Own a residence,0,81,62,53,4,79,7
R_3RdtSCFs2pDn1bT,College/Trade,English_and_French,55-64,"$50,000 to $74,999",53500,Male,Quebec,Don't Know,Yes,Yes,Living with a partner,No residence,0,84,14,49,9,66,4
R_eQg5awzg3sebBx7,Bachelor,English,65-74,"$125,000 and more",240000,Male,Alberta,Poor/Fair,Yes,Yes,Married,Own a residence,1,0,72,0,0,0,0
R_1jkS8qiSXjUXGpd,College/Trade,English,65-74,"$75,000 to $99,999",85000,Male,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,1,45,76,20,0.5,35.5,35
R_R4xlMKNVDpEy1MJ,College/Trade,English,75-84,"$25,000 to $49,999",39000,Female,British Columbia,Good/Very Good,Yes,Yes,Widowed,Own a residence,1,13,91,20,6,59,0
R_2tJa8lDFR7vRCii,Bachelor,English,55-64,"$25,000 to $49,999",47000,Female,Quebec,Excellent,Yes,Yes,Divorced,Own a residence,0,72,10,75,0,74,0
R_2Yn6cQXL0nHN75S,Postgrad,French,65-74,"$75,000 to $99,999",95000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,0,100,11,62,1,64,0
R_2DMRxRe4HQh7aOJ,Bachelor,English,35-44,"$50,000 to $74,999",70000,Female,Ontario,Good/Very Good,Yes,Yes,Never Married,Own a residence,0,77,18,54.5,21,63,21
R_301z3fLGNbvTaRo,College/Trade,English,65-74,"$25,000 to $49,999",35000,Female,Saskatchewan,Good/Very Good,Yes,Yes,Widowed,Own a residence,1,0,100,0,30,0,0
R_1FmvrPSciTNXT2E,College/Trade,English,65-74,"$25,000 to $49,999",43000,Female,British Columbia,Poor/Fair,Yes,Yes,Widowed,Own a residence,0,77,10,0,2,30,2
R_3Kuq6FnNnhT11wR,High School,English,35-44,"$100,000 to $ 124,999",100000,Male,Alberta,Good/Very Good,Yes,Yes,Never Married,Own a residence,1,0,55,34,5,36,37
R_Toduh6hZmwEI1SF,Postgrad,English,25-34,"$50,000 to $74,999",58000,Male,British Columbia,Good/Very Good,Yes,Yes,Never Married,No residence,0,56,75,28,10,33,18
R_8HtXRa1CuY04l0J,Bachelor,English,35-44,"$25,000 to $49,999",25000,Male,Alberta,Poor/Fair,Yes,Yes,Divorced,No residence,2,25,61,70,52,54,52
R_3MKUxqxAqV8Jirm,High School,English,55-64,"Less than $25,000",12000,Male,Nova Scoita,Poor/Fair,Yes,Yes,Never Married,No residence,4,85,36,75,39,95,36
R_2wFyRvsGECP7w8Q,College/Trade,English,55-64,"$100,000 to $ 124,999",100000,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1,50.5,83.5,58.5,35.5,58.5,38.5
R_3ISOyQkaePl9C1M,College/Trade,English,45-54,"$125,000 and more",200000,Male,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,1,18,75,11.333333333333334,22.333333333333332,10.666666666666666,56.666666666666664
R_BY9DNqi38HMkavT,Bachelor,English,35-44,"$50,000 to $74,999",74000,Male,Ontario,Excellent,Yes,Yes,Married,Own a residence,0,97,100,93,100,95,94
R_1eODsgUt12rsNGV,College/Trade,English,55-64,"$50,000 to $74,999",60000,Male,Quebec,Good/Very Good,Yes,Yes,Never Married,Own a residence,0,62,41,71,0,80,0
R_1OZCO7TUbYka5Ey,College/Trade,English,55-64,"$25,000 to $49,999",30000,Male,Alberta,Excellent,Yes,No,Married,Own a residence,1,7,92,7,0,29,51
R_3aqdkcc3lHHaP3r,College/Trade,Neither English nor French,55-64,"$25,000 to $49,999",35000,Male,Quebec,Poor/Fair,Yes,Yes,Married,No residence,0,100,0,0,0,0,0
R_2trNew9wvSb9GbO,Bachelor,English,35-44,"$100,000 to $ 124,999",120000,Female,Alberta,Poor/Fair,Yes,Yes,Married,Own a residence,1,29,85,27,35,71,72
R_3mkohujXL9Fpbu8,Bachelor,English,55-64,"$125,000 and more",150000,Male,British Columbia,Poor/Fair,Yes,Yes,Married,Own a residence,1,29,90,60,1,61,29
R_2DNcRsnnwiydQh6,Bachelor,English,75-84,"Less than $25,000",22000,Female,Maintoba,Good/Very Good,Yes,Yes,Divorced,Own a residence,0,82,31,32,30,74,12
R_11XY1SblsLUaHKj,Bachelor,Neither English nor French,45-54,"$50,000 to $74,999",51000,Male,British Columbia,Good/Very Good,Yes,No,Never Married,Own a residence,2,48,0,37,0,48,0
R_1pm4Stjsxwb32HT,Bachelor,English,55-64,"$100,000 to $ 124,999",104000,Female,Quebec,Good/Very Good,Yes,Yes,Never Married,Own a residence,2,80,40,50,0,70,0
R_1LRTLM0Ou4dFMI5,Bachelor,English,45-54,"$50,000 to $74,999",67000,Male,Ontario,Good/Very Good,Yes,Yes,Never Married,Own a residence,0,83,55,74,0,78,0
R_2dF2brMq2AQmjZ0,Bachelor,English,55-64,"$75,000 to $99,999",80000,Female,Maintoba,Good/Very Good,Yes,Yes,Married,Own a residence,1,36,71,20,20,35,20.5
R_3Kr4Ylwy1YR3lNl,Bachelor,Neither English nor French,35-44,"$50,000 to $74,999",50000,Female,British Columbia,Don't Know,Yes,Yes,Never Married,Own a residence,1,39,83,35,30,16,20
R_2zMIfgMQQZhcYcd,College/Trade,English,65-74,"$125,000 and more",245000,Male,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,1,60,59,20,8,41,6
R_3FRs3dl7SX7ZNlR,Bachelor,English,65-74,"$25,000 to $49,999",40000,Male,British Columbia,Excellent,Yes,Yes,Widowed,Own a residence,5,40,71,9,9,9,80
R_1Hc1YGsSPDzqqTs,Bachelor,English,45-54,"$50,000 to $74,999",65000,Female,British Columbia,Good/Very Good,Yes,Yes,Never Married,Own a residence,1,20,51,0,0,51,0
R_AaIckVyvFowQPLj,Bachelor,English,25-34,"$125,000 and more",130000,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,1,0,92.5,9.5,5,28.5,12.5
R_23WAQJFea6ELgvF,Bachelor,English_and_French,45-54,"$125,000 and more",125000,Female,Alberta,Excellent,Yes,Yes,Married,Own a residence,1,27,88,16,0,0,1
R_3pswvdwuy6aji0T,College/Trade,English,55-64,"$125,000 and more",175000,Male,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,1,41.25,71.5,7,3,26.5,16.75
R_3ezEqz1aWInLsEL,College/Trade,English,35-44,"$25,000 to $49,999",25000,Male,Alberta,Poor/Fair,Yes,Yes,Divorced,No residence,0,100,0,53,43,51,0
R_Pwx6FjZnuEseHGV,College/Trade,English,45-54,"$50,000 to $74,999",60000,Female,Ontario,Poor/Fair,Yes,Yes,Divorced,Own a residence,5,11,17,30,52,0,100
R_DjW74ttm9jGowtr,Bachelor,English,45-54,"$100,000 to $ 124,999",118000,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1,0,95,71,0,21,22
R_snuM9pMvo0HBZyF,High School,French,45-54,"Less than $25,000",12000,Male,Quebec,Don't Know,Yes,Yes,Never Married,No residence,1,0,60,19,51,51,92
R_0PNqnkyq3uU26MV,High School,English,35-44,"$75,000 to $99,999",82000,Female,Saskatchewan,Good/Very Good,Yes,Yes,Married,Own a residence,1,0,91,72,0,20,20
R_2aDdPzFOPMeowtQ,Bachelor,English,35-44,"$50,000 to $74,999",52000,Female,New Brunswick,Poor/Fair,Yes,Yes,Married,Own a residence,1,0,83,0,0,26,61
R_1H5lWe08kgX9r2x,Postgrad,English_and_French,35-44,"$125,000 and more",240000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,0,76.5,53.5,44.5,0.5,48.5,0
R_2RUrEMvSDDgoG2k,High School,English,55-64,"Less than $25,000",13000,Female,Quebec,Poor/Fair,Yes,Yes,Living with a partner,No residence,0,100,10,30,0,5,10
R_1otIR1EW5tUCWGi,Bachelor,English,65-74,"$75,000 to $99,999",96000,Male,Alberta,Poor/Fair,Yes,Yes,Married,Own a residence,1,10,82,1,0,10,50
R_2WMAP0sZ4XeM4k9,Bachelor,English,65-74,"$75,000 to $99,999",76000,Female,British Columbia,Good/Very Good,Yes,No,Married,Own a residence,0,84,67,30,9,54,19
R_3lyU656JO7fn2Py,Bachelor,English,55-64,"$50,000 to $74,999",72000,Female,Alberta,Good/Very Good,Yes,Yes,Separated,Own a residence,0,89,22,71,52,73,50
R_2bT1aETEzAsW5Wo,Bachelor,English,55-64,"$25,000 to $49,999",35000,Female,Alberta,Excellent,Yes,Yes,Divorced,Own a residence,1,0,100,18,0,20,64
R_2y8BwG0OxKHeiWi,High School,English,65-74,"$125,000 and more",210000,Male,British Columbia,Poor/Fair,Yes,Yes,Married,Own a residence,0,72,51,73,1,41,11
R_3RjSDJpOA0NMbcU,College/Trade,English,35-44,"$50,000 to $74,999",51000,Male,Ontario,Good/Very Good,Yes,Yes,Never Married,Own a residence,0,80,35,75,0,75,0
R_1kH25ZDXVHmML9K,Bachelor,English,35-44,"$75,000 to $99,999",95000,Male,New Brunswick,Poor/Fair,Yes,Yes,Never Married,Own a residence,1,29,81,16,25,12,59
R_3J4AvLrIAtZFnnD,College/Trade,French,45-54,"$75,000 to $99,999",95000,Male,New Brunswick,Poor/Fair,Yes,Yes,Married,Own a residence,0,81,22,40,9,61,0
R_1IggZ49pPpzH5JQ,Bachelor,English,35-44,"$75,000 to $99,999",95000,Male,British Columbia,Poor/Fair,Yes,No,Married,Own a residence,1,42,69,51,51,51,51
R_21Et4xEH3MmoERH,College/Trade,English,65-74,"$75,000 to $99,999",75000,Male,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,1,21,89.33333333333333,27.666666666666668,4.666666666666667,3.6666666666666665,3.6666666666666665
R_2sd8q9aqcFdoKVI,Postgrad,English,25-34,"$50,000 to $74,999",50000,Female,Ontario,Good/Very Good,Yes,Yes,Never Married,No residence,4,82,9,51,8,90,51
R_22Wi083e3gLOtzo,Postgrad,English,65-74,"$25,000 to $49,999",45000,Female,Maintoba,Excellent,Yes,Yes,Never Married,Own a residence,0,68,0,71,16,31,14
R_2S36N9o7Vb8WgGK,College/Trade,English,55-64,"$100,000 to $ 124,999",124000,Male,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,2,80.5,60.5,67,10.5,58,28
R_2dRxpTZxhnjIkat,High School,English,55-64,"$125,000 and more",125000,Female,British Columbia,Excellent,Yes,Yes,Married,Own a residence,4,0,51,82,51,100,51
R_24uzhiztfmEpowN,High School,English,55-64,"$125,000 and more",126000,Female,Ontario,Poor/Fair,Yes,Yes,Widowed,Own a residence,0,67,6,44,0,22,13
R_1Q4OMs1Vdszzggh,Bachelor,English,25-34,"$100,000 to $ 124,999",123000,Male,British Columbia,Poor/Fair,Yes,Yes,Living with a partner,No residence,0,65,30,70,30,40,20
R_2eOJGCkqn9ewgmH,Bachelor,English,55-64,"Less than $25,000",22000,Male,Quebec,Good/Very Good,Yes,Yes,Living with a partner,No residence,0,81,71,80,71,72,1
R_vie9lElipmRTU9X,Bachelor,English,65-74,"$125,000 and more",200000,Male,Saskatchewan,Excellent,Yes,Yes,Married,Own a residence,1,0,97,0,0,26,78
R_2v98C1N7dbrepBA,Bachelor,English,55-64,"$125,000 and more",175000,Male,British Columbia,Poor/Fair,Yes,Yes,Never Married,Own a residence,0,82,52,29,0,41,6
R_1FQUnNr4Gi4DGrw,Bachelor,English_and_French,35-44,"$125,000 and more",145000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,5,14,32,45,9,67,86
R_27y4Fybik8b2sJw,Bachelor,English,65-74,"$50,000 to $74,999",72000,Female,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,4,73,51,21,0,78,13
R_2OOrl0PPVa5R7tL,Bachelor,English,35-44,"$50,000 to $74,999",63000,Female,British Columbia,Poor/Fair,Yes,Yes,Married,No residence,2,10,0,100,54,100,0
R_1jTbKRGvilictit,Bachelor,English,75-84,"$75,000 to $99,999",95000,Male,British Columbia,Excellent,Yes,Yes,Married,Own a residence,1,30,93,39,21,74,21
R_1rMU8WnQbU7mJ3v,College/Trade,English,25-34,"$100,000 to $ 124,999",105000,Male,Saskatchewan,Poor/Fair,Yes,Yes,Never Married,Own a residence,1,14,71,42,0,42,42
R_2wNrQZB8zt7oH5W,No degree/diploma,English,45-54,"$50,000 to $74,999",50000,Male,Ontario,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,2,77,3,92,51,52,52
