cps19_ResponseId,education,language,age_category,income_category,income_number,gender,province,health,citizenship,born_in_canada,marital_status,owns_house,vote_choice,liberal_favour,conservative_favour,ndp_favour,bloc_favour,green_favour,people_favour
R_2zMIfgMQQZhcYcd,College/Trade,English,65-74,"$125,000 and more",245000,Male,Ontario,Poor/Fair,Yes,Yes,Married,Own a residence,1,61.666666666666664,37.666666666666664,45.416666666666664,14.666666666666666,54.416666666666664,10.166666666666666
R_3FRs3dl7SX7ZNlR,Bachelor,English,65-74,"$25,000 to $49,999",40000,Male,British Columbia,Excellent,Yes,Yes,Widowed,Own a residence,5,40,71,9,9,9,80
R_1Hc1YGsSPDzqqTs,Bachelor,English,45-54,"$50,000 to $74,999",65000,Female,British Columbia,Good/Very Good,Yes,Yes,Never Married,Own a residence,1,41.5,38,40.75,7.75,57.75,12.75
R_AaIckVyvFowQPLj,Bachelor,English,25-34,"$125,000 and more",130000,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,1,19,85.75,9.75,2.5,16.25,33.75
R_23WAQJFea6ELgvF,Bachelor,English_and_French,45-54,"$125,000 and more",125000,Female,Alberta,Excellent,Yes,Yes,Married,Own a residence,1,63,39.333333333333336,32.333333333333336,7.333333333333333,20.333333333333332,2
R_3pswvdwuy6aji0T,College/Trade,English,55-64,"$125,000 and more",175000,Male,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,1,25,72.25,24.666666666666668,7.333333333333333,39.083333333333336,26.833333333333332
R_3ezEqz1aWInLsEL,College/Trade,English,35-44,"$25,000 to $49,999",25000,Male,Alberta,Poor/Fair,Yes,Yes,Divorced,No residence,0,100,0,53,43,51,0
R_Pwx6FjZnuEseHGV,College/Trade,English,45-54,"$50,000 to $74,999",60000,Female,Ontario,Poor/Fair,Yes,Yes,Divorced,Own a residence,5,55,36,59.5,35.5,36,87.5
R_DjW74ttm9jGowtr,Bachelor,English,45-54,"$100,000 to $ 124,999",118000,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1,30.875,73.25,38.625,19.875,40.5,31
R_snuM9pMvo0HBZyF,High School,French,45-54,"Less than $25,000",12000,Male,Quebec,Don't Know,Yes,Yes,Never Married,No residence,1,0,30,14.5,75.5,70,49.5
R_0PNqnkyq3uU26MV,High School,English,35-44,"$75,000 to $99,999",82000,Female,Saskatchewan,Good/Very Good,Yes,Yes,Married,Own a residence,1,0,91,72,0,20,20
R_2aDdPzFOPMeowtQ,Bachelor,English,35-44,"$50,000 to $74,999",52000,Female,New Brunswick,Poor/Fair,Yes,Yes,Married,Own a residence,1,0,83,0,0,26,61
R_1H5lWe08kgX9r2x,Postgrad,English_and_French,35-44,"$125,000 and more",240000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,0,64.16666666666667,49.833333333333336,49.5,18.166666666666668,50,24.5
R_2RUrEMvSDDgoG2k,High School,English,55-64,"Less than $25,000",13000,Female,Quebec,Poor/Fair,Yes,Yes,Living with a partner,No residence,0,100,10,30,0,5,10
R_1otIR1EW5tUCWGi,Bachelor,English,65-74,"$75,000 to $99,999",96000,Male,Alberta,Poor/Fair,Yes,Yes,Married,Own a residence,1,54.8,49.1,36.7,5.2,33.9,25.6
R_2WMAP0sZ4XeM4k9,Bachelor,English,65-74,"$75,000 to $99,999",76000,Female,British Columbia,Good/Very Good,Yes,No,Married,Own a residence,0,60.22222222222222,41.44444444444444,27.333333333333332,1.5555555555555556,35.55555555555556,6.444444444444445
R_3lyU656JO7fn2Py,Bachelor,English,55-64,"$50,000 to $74,999",72000,Female,Alberta,Good/Very Good,Yes,Yes,Separated,Own a residence,0,89,22,71,52,73,50
R_2bT1aETEzAsW5Wo,Bachelor,English,55-64,"$25,000 to $49,999",35000,Female,Alberta,Excellent,Yes,Yes,Divorced,Own a residence,1,0,79.5,42.5,1,34,32
R_2y8BwG0OxKHeiWi,High School,English,65-74,"$125,000 and more",210000,Male,British Columbia,Poor/Fair,Yes,Yes,Married,Own a residence,0,72,51,73,1,41,11
R_3RjSDJpOA0NMbcU,College/Trade,English,35-44,"$50,000 to $74,999",51000,Male,Ontario,Good/Very Good,Yes,Yes,Never Married,Own a residence,0,75,26,66.4,19.2,40.6,23
R_1kH25ZDXVHmML9K,Bachelor,English,35-44,"$75,000 to $99,999",95000,Male,New Brunswick,Poor/Fair,Yes,Yes,Never Married,Own a residence,1,29,81,16,25,12,59
R_3J4AvLrIAtZFnnD,College/Trade,French,45-54,"$75,000 to $99,999",95000,Male,New Brunswick,Poor/Fair,Yes,Yes,Married,Own a residence,0,81,22,40,9,61,0
R_1IggZ49pPpzH5JQ,Bachelor,English,35-44,"$75,000 to $99,999",95000,Male,British Columbia,Poor/Fair,Yes,No,Married,Own a residence,1,42,69,51,51,51,51
R_21Et4xEH3MmoERH,College/Trade,English,65-74,"$75,000 to $99,999",75000,Male,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,1,44.72727272727273,54.90909090909091,47,14.363636363636363,35.36363636363637,18.727272727272727
R_2sd8q9aqcFdoKVI,Postgrad,English,25-34,"$50,000 to $74,999",50000,Female,Ontario,Good/Very Good,Yes,Yes,Never Married,No residence,4,63.25,21,69,4.5,63,18.25
R_22Wi083e3gLOtzo,Postgrad,English,65-74,"$25,000 to $49,999",45000,Female,Maintoba,Excellent,Yes,Yes,Never Married,Own a residence,0,68,0,71,16,31,14
R_2S36N9o7Vb8WgGK,College/Trade,English,55-64,"$100,000 to $ 124,999",124000,Male,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,2,54,50.18181818181818,51.81818181818182,5.454545454545454,53.27272727272727,16.545454545454547
R_2dRxpTZxhnjIkat,High School,English,55-64,"$125,000 and more",125000,Female,British Columbia,Excellent,Yes,Yes,Married,Own a residence,4,40.75,58.5,25,13,42.75,13.25
R_24uzhiztfmEpowN,High School,English,55-64,"$125,000 and more",126000,Female,Ontario,Poor/Fair,Yes,Yes,Widowed,Own a residence,0,67,6,44,0,22,13
R_1Q4OMs1Vdszzggh,Bachelor,English,25-34,"$100,000 to $ 124,999",123000,Male,British Columbia,Poor/Fair,Yes,Yes,Living with a partner,No residence,0,39.333333333333336,42.666666666666664,46.666666666666664,22,57.666666666666664,29.666666666666668
R_2eOJGCkqn9ewgmH,Bachelor,English,55-64,"Less than $25,000",22000,Male,Quebec,Good/Very Good,Yes,Yes,Living with a partner,No residence,0,81,71,80,71,72,1
R_vie9lElipmRTU9X,Bachelor,English,65-74,"$125,000 and more",200000,Male,Saskatchewan,Excellent,Yes,Yes,Married,Own a residence,1,11,74,14.5,8,47,64.5
R_2v98C1N7dbrepBA,Bachelor,English,55-64,"$125,000 and more",175000,Male,British Columbia,Poor/Fair,Yes,Yes,Never Married,Own a residence,0,82,52,29,0,41,6
R_1FQUnNr4Gi4DGrw,Bachelor,English_and_French,35-44,"$125,000 and more",145000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,5,70.5,24.5,50.2,31.2,42.2,23.9
R_27y4Fybik8b2sJw,Bachelor,English,65-74,"$50,000 to $74,999",72000,Female,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,4,39.625,53.875,48,18,53,15.625
R_2OOrl0PPVa5R7tL,Bachelor,English,35-44,"$50,000 to $74,999",63000,Female,British Columbia,Poor/Fair,Yes,Yes,Married,No residence,2,19,42,55.5,51,82.5,24
R_1jTbKRGvilictit,Bachelor,English,75-84,"$75,000 to $99,999",95000,Male,British Columbia,Excellent,Yes,Yes,Married,Own a residence,1,57.75,64.75,36.75,13.25,65.5,25
R_1rMU8WnQbU7mJ3v,College/Trade,English,25-34,"$100,000 to $ 124,999",105000,Male,Saskatchewan,Poor/Fair,Yes,Yes,Never Married,Own a residence,1,14,71,42,0,42,42
R_2wNrQZB8zt7oH5W,No degree/diploma,English,45-54,"$50,000 to $74,999",50000,Male,Ontario,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,2,77,3,92,51,52,52
R_1OOk7Q13VL9Up7L,College/Trade,English,55-64,"$100,000 to $ 124,999",120000,Female,British Columbia,Poor/Fair,Yes,Yes,Married,Own a residence,1,54,50.18181818181818,51.81818181818182,5.454545454545454,53.27272727272727,16.545454545454547
R_3s1dftitHSrmHAF,Bachelor,English,65-74,"$75,000 to $99,999",77000,Male,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,0,60.22222222222222,41.44444444444444,27.333333333333332,1.5555555555555556,35.55555555555556,6.444444444444445
R_r3EcQiTnfQPtKj7,College/Trade,English,55-64,"$125,000 and more",125000,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,0,27.076923076923077,65.38461538461539,41.53846153846154,8.384615384615385,30.923076923076923,26.692307692307693
R_1JXHgSe6f3CtD19,Postgrad,Neither English nor French,75-84,"$125,000 and more",130000,Male,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,0,100,10,69,13,90,0
R_3CU9UyqHFPf16rQ,Bachelor,English,25-34,"$100,000 to $ 124,999",108000,Male,Ontario,Poor/Fair,Yes,Yes,Never Married,Own a residence,4,55.8,56,37.2,26,65,32.8
R_11ZWIW0twoxJGxL,Postgrad,English,25-34,"$125,000 and more",125000,Male,Newfoundland and Labrador,Poor/Fair,Yes,Yes,Married,Own a residence,0,76,26,29.5,7.5,22.5,0.5
R_1NySL55b9SH2bnr,College/Trade,French,65-74,"$25,000 to $49,999",32000,Female,Quebec,Poor/Fair,Yes,Yes,Don't know/Prefer not to answer,No residence,0,0,0,0,0,0,0
R_2QKvLae5F2hOVo7,College/Trade,English,55-64,"$50,000 to $74,999",70000,Female,British Columbia,Poor/Fair,Yes,Yes,Married,Own a residence,0,53.6,37.8,62.2,14.4,68,33
R_V43V0ySY6MMLG2R,Bachelor,English,45-54,"$75,000 to $99,999",85000,Male,Saskatchewan,Poor/Fair,Yes,Yes,Separated,Own a residence,1,29,82,72,10,32,6
R_d0uiNq3dMoimZ69,College/Trade,English,55-64,"Less than $25,000",20000,Female,Alberta,Good/Very Good,Yes,Yes,Never Married,Own a residence,1,27,66,35,12,35,24.666666666666668
R_ueqaVHCqnCibm5b,College/Trade,English,55-64,"$25,000 to $49,999",42000,Female,Maintoba,Poor/Fair,Yes,Yes,Married,Own a residence,2,73,4,72,19,73,51
R_3PNS670rBagPdyx,Bachelor,English,35-44,"$100,000 to $ 124,999",100000,Female,Alberta,Good/Very Good,Yes,Yes,Married,No residence,4,34.5,55.5,46.25,14.25,40.5,51
R_ZrTgrfAgz3gVd6x,Bachelor,English,25-34,"$50,000 to $74,999",50000,Male,Ontario,Good/Very Good,Yes,Yes,Never Married,No residence,0,46.09090909090909,60.90909090909091,48.45454545454545,27.636363636363637,49.63636363636363,26.181818181818183
R_3Jat8rqg5QXZQZO,Postgrad,Neither English nor French,35-44,"$125,000 and more",150000,Male,Quebec,Excellent,Yes,No,Married,Own a residence,5,31.666666666666668,68,30.333333333333332,19.666666666666668,40,58.666666666666664
R_3KME1jqDWsbaUuy,No degree/diploma,English_and_French,55-64,"Less than $25,000",23000,Female,Ontario,Poor/Fair,Yes,Yes,Married,No residence,2,71,0,100,0,41,51
R_2fvoAJ2Dw3d4bVH,Bachelor,Neither English nor French,25-34,"$25,000 to $49,999",25000,Female,Quebec,Poor/Fair,Yes,Yes,Never Married,No residence,0,62,32,86,10,19,22
R_1gIWBXxngVJyWid,Bachelor,English,35-44,"$125,000 and more",170000,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,2,44.44444444444444,38.888888888888886,62.44444444444444,11.555555555555555,41.77777777777778,25.555555555555557
R_TklfoL5A3zVQsUh,Bachelor,English,55-64,"$125,000 and more",150000,Male,Alberta,Don't Know,Yes,Yes,Never Married,Own a residence,1,30,87,21,0,51,23
R_3KZRMxjearyyHag,College/Trade,English,45-54,"$125,000 and more",199000,Female,British Columbia,Good/Very Good,Yes,Yes,Living with a partner,No residence,1,0.5,71,20,4.5,41,77
R_2c5ihiOSVQiOLug,Postgrad,English,35-44,"$75,000 to $99,999",99999,Male,Ontario,Good/Very Good,Yes,Yes,Never Married,Own a residence,0,73,65.5,60,7,41,6
R_1DLK54SrqgzdqSs,College/Trade,Neither English nor French,55-64,"$25,000 to $49,999",29000,Female,British Columbia,Poor/Fair,Yes,No,Married,Own a residence,1,51,79,51,40,51,42
R_3h6i0UYmElErMuy,Bachelor,Neither English nor French,65-74,"$125,000 and more",186000,Female,British Columbia,Excellent,Yes,No,Never Married,Own a residence,1,92,91,30,30,43,18
R_2y11q22KZkBIo51,Bachelor,English,45-54,"$75,000 to $99,999",85000,Male,Saskatchewan,Good/Very Good,Yes,No,Married,Own a residence,1,30,97,84,38,42.5,60.5
R_SYH1wONuOTP0MEx,College/Trade,English,55-64,"$125,000 and more",130000,Male,Alberta,Poor/Fair,Yes,Yes,Married,Own a residence,4,27.076923076923077,65.38461538461539,41.53846153846154,8.384615384615385,30.923076923076923,26.692307692307693
R_12rwhRczRkRF6cV,College/Trade,English,65-74,"$25,000 to $49,999",45000,Male,Alberta,Good/Very Good,Yes,No,Divorced,Own a residence,2,30.333333333333332,55.666666666666664,39.666666666666664,8.333333333333334,43.333333333333336,26.333333333333332
R_2veJ2VVq0ZIaL0L,Bachelor,English_and_French,65-74,"$50,000 to $74,999",54000,Female,Quebec,Poor/Fair,Yes,No,Married,Own a residence,0,77.5,36,43.5,67,44,27.5
R_2tnyWrXTE4zjlOm,Bachelor,French,35-44,"$125,000 and more",190000,Male,Quebec,Excellent,Yes,Yes,Living with a partner,Own a residence,0,59,23,49,48.166666666666664,43.833333333333336,16.166666666666668
R_2YRCUnoei2xU1zw,High School,English,35-44,"$25,000 to $49,999",49000,Male,Saskatchewan,Good/Very Good,Yes,Yes,Married,Own a residence,1,0,81,19,0,51,51
R_1irfqdgsZuSFUTy,Postgrad,Neither English nor French,65-74,"$125,000 and more",154000,Male,British Columbia,Good/Very Good,Yes,No,Married,Own a residence,0,100,0,51,0,0,0
R_3OksFKt9d9yHqAH,College/Trade,English,45-54,"$25,000 to $49,999",30000,Male,Ontario,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,0,57,12,0,38,36,47
R_3PS1fTqShvD8uTU,College/Trade,English,55-64,"$75,000 to $99,999",95000,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,1,21.875,67,35,13,19.875,23
R_ZyNZiyVLMVaHUVb,No degree/diploma,English,75-84,"$50,000 to $74,999",50000,Male,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,1,0,89,1,0,18,0
R_zSW1skEUNpDvgTT,Bachelor,Neither English nor French,35-44,"$25,000 to $49,999",49000,Female,Ontario,Good/Very Good,Yes,No,Never Married,No residence,1,51.333333333333336,43.666666666666664,72,47.666666666666664,61.333333333333336,31.666666666666668
R_1g2r4EOoIXraDv8,Bachelor,English,55-64,"$25,000 to $49,999",34000,Female,Saskatchewan,Poor/Fair,Yes,Yes,Divorced,No residence,2,78.5,0,87,30,78.5,0.5
R_3hcoHKDMay4X2kH,Postgrad,English,55-64,"$125,000 and more",150000,Male,Ontario,Excellent,Yes,No,Married,Own a residence,1,51.523809523809526,51.904761904761905,43.80952380952381,10.857142857142858,52.523809523809526,18.428571428571427
R_26o43IcD9JRhMsp,High School,English,35-44,"$25,000 to $49,999",44500,Female,Maintoba,Good/Very Good,Yes,Yes,Separated,No residence,4,54,52,50,29,67,68
R_1GQfqL77YJNfwBE,College/Trade,English,65-74,"$50,000 to $74,999",65000,Female,Maintoba,Poor/Fair,Yes,Yes,Married,Own a residence,1,26.6,75.2,22.4,16,33.2,10.2
R_2dto3JgkYCL3sZP,Bachelor,French,25-34,"$50,000 to $74,999",61000,Male,Quebec,Good/Very Good,Yes,Yes,Never Married,No residence,4,49.25,4,62.25,62.25,66,0
R_cx3lLvgNa9jAq09,Bachelor,English,65-74,"$75,000 to $99,999",99000,Female,Alberta,Good/Very Good,Yes,No,Married,Own a residence,1,54.8,49.1,36.7,5.2,33.9,25.6
R_2BgPfN5M6hfL5TP,College/Trade,English,65-74,"$50,000 to $74,999",74000,Female,Alberta,Poor/Fair,Yes,Yes,Married,Own a residence,2,45.333333333333336,60.5,27.833333333333332,9.666666666666666,32.5,14.333333333333334
R_1db6e4prfsNGAgC,College/Trade,English,45-54,"Less than $25,000",21000,Female,Alberta,Don't Know,Yes,Yes,Don't know/Prefer not to answer,Own a residence,4,20,21,20,12,61,19
R_2OPFwCnASH6LIT3,Bachelor,English,45-54,"$75,000 to $99,999",89000,Female,Alberta,Poor/Fair,Yes,Yes,Married,Own a residence,1,44,46,67.5,23,53,9
R_PZ3KfdR5wDqb5Pb,Bachelor,Neither English nor French,75-84,"$75,000 to $99,999",92000,Male,British Columbia,Good/Very Good,Yes,No,Married,Own a residence,1,53,94,82,48,60,57
R_ehvMD69U2UiFof7,Bachelor,English,65-74,"$100,000 to $ 124,999",110000,Male,Saskatchewan,Good/Very Good,Yes,Yes,Married,Own a residence,0,80,20,30,0,50,0
R_2qf69DtSsN4a0IG,College/Trade,English,45-54,"$125,000 and more",780000,Female,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,2,18.142857142857142,60.285714285714285,37.42857142857143,3,43.714285714285715,10.428571428571429
R_3MA39ivnCf0pnDO,College/Trade,English,35-44,"$100,000 to $ 124,999",120000,Male,Alberta,Good/Very Good,Yes,No,Divorced,Own a residence,1,0,100,0,0,0,75
R_2zbVoEDkH5Zmq8z,Bachelor,English,55-64,"$125,000 and more",138000,Male,Alberta,Poor/Fair,Yes,Yes,Married,Own a residence,0,38.57142857142857,62.857142857142854,33.07142857142857,1.8571428571428572,25,17.642857142857142
R_128ZepoKSlRbF8C,Bachelor,English,45-54,"$125,000 and more",150000,Male,Nova Scoita,Good/Very Good,Yes,Yes,Married,Own a residence,1,56,53,48.666666666666664,22,30.333333333333332,24.666666666666668
R_yRc2TKCB9CfTiEN,High School,English,35-44,"$25,000 to $49,999",35000,Male,British Columbia,Good/Very Good,Yes,Yes,Never Married,Own a residence,0,75,0,66,0,40,1.5
R_12u391SE1K6P7jo,High School,English_and_French,55-64,"$125,000 and more",150000,Female,Quebec,Don't Know,Yes,Yes,Married,No residence,1,54.666666666666664,55.666666666666664,44.333333333333336,27.666666666666668,27,30.666666666666668
R_RDjkWxf6Pmb9s6l,Postgrad,English,55-64,"$125,000 and more",150000,Female,British Columbia,Excellent,Yes,Yes,Married,Own a residence,4,50.75,46.5,36.125,12.25,40.25,15.5
R_32KpkXPWhQVyvcD,College/Trade,English,65-74,"$50,000 to $74,999",54000,Male,Maintoba,Poor/Fair,Yes,Yes,Married,Own a residence,1,26.6,75.2,22.4,16,33.2,10.2
R_29mOOcftBYvf2aj,Bachelor,English,25-34,"$100,000 to $ 124,999",100000,Female,British Columbia,Poor/Fair,Yes,Yes,Married,Own a residence,0,64,6,81,8,67,19
R_2B3rfCGTR0h9sKi,High School,English,25-34,"$25,000 to $49,999",32000,Female,Alberta,Good/Very Good,Yes,Yes,Never Married,Own a residence,2,49.5,41,95,30,55.5,56
R_2rTM8EmDaQQqmrz,College/Trade,English_and_French,65-74,"$25,000 to $49,999",34000,Female,British Columbia,Excellent,Yes,Yes,Widowed,Own a residence,0,83,22,70,31,50,0
R_1QGjkB5fbsoQhx2,Postgrad,Neither English nor French,75-84,"$75,000 to $99,999",98000,Male,British Columbia,Good/Very Good,Yes,No,Married,Own a residence,0,45.333333333333336,64,49.666666666666664,12.666666666666666,56.666666666666664,0
R_3hltqRAwk79p8pW,Bachelor,Neither English nor French,55-64,"$25,000 to $49,999",34268,Male,British Columbia,Good/Very Good,Yes,Yes,Never Married,Own a residence,1,20,51,9,0,0,5
R_1gMjVazyuRLIWBa,College/Trade,English_and_French,25-34,"$25,000 to $49,999",38000,Female,New Brunswick,Poor/Fair,Yes,Yes,Never Married,Own a residence,1,37,90,80,0,20,0
R_O82poD1baVfpTLr,Bachelor,English,65-74,"$25,000 to $49,999",25000,Male,British Columbia,Good/Very Good,Yes,Yes,Never Married,Own a residence,4,52.666666666666664,31,80.66666666666667,7,50.333333333333336,33.333333333333336
R_OlM9QhvG9ot5DMZ,Bachelor,English,45-54,"$75,000 to $99,999",93000,Female,Saskatchewan,Poor/Fair,Yes,Yes,Divorced,No residence,1,5,76,3,0,26,1
R_5nkYHfXwX2fmv8R,College/Trade,English,35-44,"$125,000 and more",125000,Female,British Columbia,Good/Very Good,Yes,Yes,Married,Own a residence,0,51,35.666666666666664,40.333333333333336,0.3333333333333333,34,53.666666666666664
R_5tiWHBJyIqs5YFH,Bachelor,English,35-44,"$50,000 to $74,999",70000,Male,Maintoba,Good/Very Good,Yes,No,Divorced,Own a residence,0,65,64,34,70,29,68
R_u4BFRGoedco4t7r,Postgrad,English,35-44,"$125,000 and more",180000,Female,Quebec,Good/Very Good,Yes,No,Married,Own a residence,1,35,75,7,0,6,92
R_3Rlpp1qmpHER5NO,Bachelor,English,55-64,"$125,000 and more",160000,Male,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,0,58.578947368421055,39.26315789473684,43.8421052631579,7.605263157894737,55.973684210526315,19.157894736842106
R_3Es90eKkqXyYBa0,Postgrad,Neither English nor French,35-44,"$125,000 and more",215000,Male,Ontario,Good/Very Good,Yes,No,Living with a partner,Own a residence,0,81,9,51,10,70,0
R_3kB80lwYgtdlKMB,No degree/diploma,English,35-44,"$100,000 to $ 124,999",100000,Female,Ontario,Don't Know,Yes,Don't know/Prefer not to say,Never Married,No residence,0,85,76,28,19,13,25
R_vc5k8LwiCNI9tNT,Postgrad,Neither English nor French,35-44,"$125,000 and more",149000,Male,Ontario,Good/Very Good,Yes,No,Married,Own a residence,1,68,50.5,51,11,66,20
R_3DqgmSrXm7Jj7Sa,College/Trade,English,35-44,"$125,000 and more",155000,Female,Alberta,Good/Very Good,Yes,Yes,Married,Own a residence,1,5.25,71.75,26.75,3,23.75,26.5
R_3IRJW9LLbezgwNc,High School,French,65-74,"$25,000 to $49,999",30000,Female,Quebec,Don't Know,Yes,Yes,Married,No residence,0,53.8,52.6,43.4,46,18,25
R_33DcM6IfEbmCBE6,College/Trade,English,35-44,"$25,000 to $49,999",49999,Female,Quebec,Good/Very Good,Yes,Yes,Married,Own a residence,0,87,0,71,0,38,20
R_1LbbZLnHXBSFOzb,Bachelor,English,75-84,"$125,000 and more",125000,Male,British Columbia,Excellent,Yes,Yes,Married,No residence,1,42,51,25,0,42,0
R_3PNMxaEPIh2nTAJ,Bachelor,Neither English nor French,25-34,"$100,000 to $ 124,999",100000,Male,Ontario,Excellent,Yes,No,Married,Own a residence,1,65,48,60,0,46.5,34.5
R_3ffv5YUEyVGdMDP,Postgrad,English,65-74,"$125,000 and more",300000,Male,British Columbia,Excellent,Yes,No,Married,Own a residence,4,61.6,43.8,31.4,21.6,57.4,3.2
R_512X7lSL5m0ACAN,High School,English,45-54,"$125,000 and more",130000,Female,Ontario,Excellent,Yes,Yes,Living with a partner,Own a residence,0,49.666666666666664,39.333333333333336,38,37.333333333333336,37.666666666666664,31.666666666666668
R_1ithiq3thmeidhh,Bachelor,English,55-64,"$25,000 to $49,999",49000,Male,Quebec,Poor/Fair,Yes,Yes,Living with a partner,Own a residence,0,100,58,61,0,0,0
R_0MU0XyG40noHCz7,Bachelor,English,65-74,"$75,000 to $99,999",75000,Male,British Columbia,Excellent,Yes,Yes,Never Married,Own a residence,0,90,14.5,29,0,60.5,0.5
R_276XzHHWoRz1Mhr,Bachelor,English,55-64,"$125,000 and more",140000,Male,Maintoba,Good/Very Good,Yes,Yes,Married,Own a residence,1,48.714285714285715,61.285714285714285,47,17.571428571428573,35.857142857142854,35.714285714285715
R_PFn4P8JgO6xyARX,College/Trade,English_and_French,25-34,"$75,000 to $99,999",87000,Male,Ontario,Excellent,Yes,Yes,Living with a partner,Own a residence,0,81,26,53,10,60,5
R_6mwv75i14t65Rmx,College/Trade,English,45-54,"$75,000 to $99,999",78000,Male,Alberta,Good/Very Good,Yes,Yes,Living with a partner,No residence,2,33.666666666666664,40,53,0,47.666666666666664,0.3333333333333333
R_3Jn90IDtcyvC6Cl,College/Trade,English,55-64,"$25,000 to $49,999",45000,Female,Ontario,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,0,41.25,61,35.75,12.75,43.5,20.25
R_3HMimVAklb975Zs,College/Trade,French,55-64,"$75,000 to $99,999",85000,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,1,51,20,60,0,51,0
R_2YJOm8lqaDAADH5,College/Trade,English_and_French,45-54,"$125,000 and more",145000,Male,Ontario,Excellent,Yes,Yes,Married,Own a residence,1,12,85.33333333333333,27.666666666666668,39,24,60
R_A09JEMtA4FZCdI5,Bachelor,English,35-44,"$75,000 to $99,999",84000,Female,Ontario,Poor/Fair,Yes,Yes,Never Married,No residence,0,56.166666666666664,40.25,56.833333333333336,21.666666666666668,45.416666666666664,27
R_3fuSerRqqgWlNHB,Postgrad,Neither English nor French,65-74,"$50,000 to $74,999",74000,Male,Saskatchewan,Poor/Fair,Yes,Yes,Married,Own a residence,1,54,100,0,0,0,0
R_3JK4rddIAZFqmZP,College/Trade,English,55-64,"$25,000 to $49,999",45000,Male,Alberta,Good/Very Good,Yes,Yes,Widowed,Own a residence,1,32,74,0,2,14.5,10
R_d0ZbqmONKZgDd05,College/Trade,English,25-34,"$50,000 to $74,999",55000,Female,New Brunswick,Good/Very Good,Yes,Yes,Never Married,No residence,4,40,41,86,27,64,14
R_cJc96DXF6MUXUVb,Bachelor,English,55-64,"$125,000 and more",140000,Male,Maintoba,Poor/Fair,Yes,Yes,Married,Own a residence,1,48.714285714285715,61.285714285714285,47,17.571428571428573,35.857142857142854,35.714285714285715
R_rrKAGLiAoaKIWGd,College/Trade,English,45-54,"$50,000 to $74,999",54000,Male,Maintoba,Good/Very Good,Yes,Yes,Living with a partner,No residence,2,0,77.5,50,2.5,3,2.5
R_2qqK6jXZRT8mHUW,College/Trade,English,25-34,"$25,000 to $49,999",44000,Male,Saskatchewan,Poor/Fair,Yes,Yes,Living with a partner,Own a residence,2,58,38,98,4,28,12
R_1onx3KQfjReJ0sS,College/Trade,French,45-54,"$75,000 to $99,999",79000,Male,British Columbia,Good/Very Good,Yes,Yes,Never Married,Own a residence,0,78,10,47,2,50,0
R_3Mnk4LP8yAtdHHA,High School,English,55-64,"$125,000 and more",148000,Male,Alberta,Poor/Fair,Yes,Yes,Married,Own a residence,2,17.428571428571427,79.71428571428571,17.285714285714285,5.714285714285714,27.142857142857142,45.285714285714285
R_zcikyE7ISEZOrpD,Bachelor,English,25-34,"$50,000 to $74,999",70000,Female,Ontario,Don't Know,Yes,Yes,Married,No residence,4,60.625,40.75,47.875,27.75,55.25,42
R_2tF2BwCl8LjnBv9,College/Trade,English,45-54,"$125,000 and more",180000,Male,Alberta,Poor/Fair,Yes,Yes,Married,Own a residence,1,25.3,67.7,26.7,9.7,13.4,39.5
R_3HUlQeEWaGNnrMU,Postgrad,English,25-34,"$125,000 and more",130000,Female,Ontario,Good/Very Good,Yes,Yes,Living with a partner,Own a residence,0,41,53,75.5,18.5,64,9.5
R_1GrJ6plag5JZ0xr,College/Trade,English,25-34,"$50,000 to $74,999",71000,Female,Nova Scoita,Good/Very Good,Yes,Yes,Married,Own a residence,2,79,10,68,35,40,3
R_1q3STbXeKEfikH8,Bachelor,English,25-34,"$100,000 to $ 124,999",120000,Female,Ontario,Good/Very Good,Yes,Yes,Married,Own a residence,4,51,29.285714285714285,51.714285714285715,13.714285714285714,59.714285714285715,13.571428571428571
R_DT5ej2EJiyLPAQx,College/Trade,English,65-74,"$50,000 to $74,999",66000,Male,Alberta,Poor/Fair,Yes,Yes,Married,Own a residence,0,45.333333333333336,60.5,27.833333333333332,9.666666666666666,32.5,14.333333333333334
